EmployeeID,Attrition_binary,Age,JobSatisfaction,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,MaritalStatus,NumCompaniesWorked,PerformanceRating,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Department,MonthlyIncome,PercentSalaryHike,children,Manager_relation_satisfaction
457,0,22,3,2,Life Sciences,4,Male,63,3,Single,0,3,4,2,4,3,2,1,2,Research & Development,3375,12,0,4
458,0,35,3,4,Medical,2,Male,48,3,Single,1,3,10,5,3,10,7,0,8,Research & Development,5098,19,0,2
459,0,32,2,4,Life Sciences,3,Female,49,2,Single,1,3,6,3,3,6,2,4,1,Research & Development,2837,13,0,3
460,0,39,4,1,Life Sciences,1,Male,52,3,Single,7,3,18,2,3,7,7,1,7,Research & Development,4108,13,0,1
461,0,44,4,3,Medical,2,Male,42,3,Single,6,3,6,2,3,4,3,1,2,Research & Development,2436,12,0,3
462,0,21,1,1,Medical,3,Male,58,3,Single,1,3,2,6,3,2,2,1,2,Sales,2380,11,0,4
463,0,39,4,3,Life Sciences,4,Male,87,3,Single,2,3,21,3,2,6,0,1,3,Research & Development,19431,13,0,3
464,0,32,1,3,Technical Degree,4,Male,78,3,Single,1,3,4,4,3,4,2,1,2,Research & Development,2439,14,0,4
465,0,35,4,4,Life Sciences,3,Female,31,3,Single,1,3,9,2,3,9,0,1,7,Human Resources,8837,16,0,3
466,0,45,3,3,Life Sciences,4,Female,50,3,Single,8,3,8,3,3,5,3,0,1,Sales,4850,15,0,3
467,0,40,3,4,Life Sciences,3,Male,52,2,Single,2,3,8,2,3,2,2,2,2,Research & Development,2809,14,0,4
468,0,29,1,4,Medical,4,Female,73,2,Single,1,3,5,3,1,5,4,0,4,Research & Development,3785,14,0,2
469,0,31,1,3,Medical,2,Male,74,3,Single,0,3,10,2,3,9,4,1,7,Research & Development,9936,19,0,2
470,0,26,3,3,Other,4,Female,30,2,Single,0,3,5,2,3,4,2,0,0,Sales,2966,18,0,4
471,0,49,2,1,Life Sciences,3,Male,61,2,Married,1,4,10,3,3,10,7,1,7,Research & Development,5130,23,1,4
472,0,33,3,4,Life Sciences,4,Female,56,3,Married,1,3,8,3,3,8,7,3,0,Research & Development,2909,11,2,3
473,0,27,2,1,Medical,1,Male,40,3,Married,9,3,6,3,3,2,2,2,2,Research & Development,3468,12,1,4
474,0,59,1,3,Medical,3,Female,81,4,Married,4,4,12,3,2,1,0,0,0,Research & Development,2670,20,1,1
475,0,30,3,1,Life Sciences,4,Male,67,3,Divorced,1,4,1,2,3,1,0,0,0,Research & Development,2693,22,1,2
476,0,36,3,3,Medical,3,Male,94,3,Married,6,3,17,3,2,7,7,7,7,Research & Development,5237,13,2,2
477,0,35,2,3,Medical,1,Male,84,4,Married,0,3,6,5,3,5,4,0,3,Research & Development,2426,13,1,3
478,0,31,3,1,Life Sciences,1,Male,31,3,Divorced,1,3,5,1,2,5,2,4,3,Research & Development,2911,17,0,4
479,0,34,4,2,Medical,2,Male,93,3,Divorced,0,3,3,2,3,2,2,1,2,Research & Development,2661,11,1,3
480,0,29,1,4,Life Sciences,2,Female,51,4,Divorced,1,3,10,1,3,10,9,8,8,Research & Development,9980,11,1,3
481,0,32,2,2,Life Sciences,1,Male,80,4,Divorced,0,3,7,5,2,6,2,0,5,Research & Development,3298,12,2,4
482,0,22,4,2,Medical,4,Male,96,4,Divorced,1,3,1,2,2,1,0,0,0,Research & Development,2935,13,0,2
483,0,53,4,4,Life Sciences,1,Female,78,2,Married,2,3,31,3,3,25,8,3,7,Sales,15427,16,1,3
484,0,24,3,2,Other,1,Female,96,4,Divorced,0,3,5,5,2,4,2,1,3,Research & Development,4011,18,2,4
485,0,53,3,3,Other,3,Female,58,3,Divorced,4,3,26,3,2,14,13,4,8,Research & Development,19094,11,0,4
486,0,42,2,4,Marketing,3,Male,48,3,Married,0,3,10,2,3,9,7,4,2,Sales,6825,11,2,4
487,0,44,4,4,Medical,1,Female,42,2,Married,3,3,24,4,3,22,6,5,17,Research & Development,10248,14,1,4
488,0,44,4,4,Other,4,Male,41,3,Married,2,3,9,5,4,4,2,1,3,Research & Development,6465,13,0,4
489,1,39,4,3,Technical Degree,4,Male,56,3,Married,3,3,19,6,4,1,0,0,0,Sales,2086,14,1,3
490,1,24,4,3,Medical,2,Male,61,3,Married,2,3,6,2,2,2,0,2,0,Research & Development,2293,16,3,1
491,0,43,3,2,Medical,4,Female,72,4,Divorced,1,3,6,3,2,5,3,1,4,Research & Development,2645,12,0,4
492,1,50,3,2,Marketing,1,Male,86,2,Married,1,3,3,2,3,3,2,0,2,Sales,2683,14,0,3
493,0,35,4,3,Marketing,4,Female,97,3,Married,1,3,2,3,3,2,2,2,2,Sales,2014,13,0,1
494,0,36,1,4,Life Sciences,2,Female,82,2,Married,9,3,6,3,4,1,1,0,0,Research & Development,3419,14,0,4
495,0,33,1,3,Life Sciences,3,Female,42,4,Married,2,3,10,3,3,5,3,1,3,Sales,5376,19,1,1
496,0,35,4,2,Other,3,Male,75,3,Divorced,1,3,1,3,3,1,0,0,0,Research & Development,1951,12,0,3
497,0,27,1,4,Life Sciences,4,Female,33,3,Divorced,1,3,1,6,3,1,0,0,0,Research & Development,2341,13,1,4
498,1,41,3,3,Technical Degree,2,Female,49,3,Married,1,3,23,0,3,22,15,15,8,Research & Development,19545,12,1,4
499,0,37,2,2,Life Sciences,2,Male,73,3,Married,4,4,8,1,3,1,0,0,0,Research & Development,3022,21,1,1
500,0,35,4,1,Life Sciences,4,Male,36,4,Married,1,3,1,2,3,1,0,0,1,Research & Development,2269,19,0,4
501,0,44,1,5,Marketing,2,Female,75,3,Divorced,5,4,9,2,2,4,3,1,3,Sales,5454,21,0,3
502,0,35,1,2,Medical,3,Male,79,2,Married,2,3,10,3,3,4,0,2,3,Research & Development,9884,13,0,3
503,0,26,4,3,Marketing,3,Female,47,2,Married,7,3,5,2,2,2,2,0,0,Sales,4157,19,3,3
504,0,35,1,5,Life Sciences,2,Male,71,3,Married,1,4,9,3,2,9,8,1,8,Sales,9069,22,1,4
505,0,35,1,4,Medical,3,Female,30,3,Married,3,3,4,3,3,2,2,2,2,Research & Development,4014,15,2,3
506,0,31,4,4,Life Sciences,4,Male,48,3,Divorced,3,4,10,3,2,7,7,1,7,Research & Development,5915,22,0,4
507,0,37,3,4,Life Sciences,1,Male,51,2,Divorced,1,3,7,2,4,7,5,0,7,Research & Development,5993,18,0,3
508,0,32,4,3,Medical,1,Male,33,3,Married,1,4,9,3,3,9,8,7,8,Research & Development,6162,22,0,2
509,0,50,3,2,Medical,2,Female,43,2,Divorced,5,3,29,2,2,27,3,13,8,Research & Development,18740,12,0,4
510,0,36,3,3,Technical Degree,3,Female,59,3,Divorced,1,3,17,2,3,17,14,12,8,Research & Development,10096,13,0,2
511,0,55,3,3,Medical,4,Female,33,3,Divorced,2,3,21,2,3,5,0,0,2,Research & Development,14756,14,1,3
512,0,45,1,3,Life Sciences,2,Male,59,3,Divorced,2,3,25,2,3,1,0,0,0,Research & Development,9724,17,1,3
513,0,35,1,3,Medical,2,Male,79,3,Married,4,3,5,2,2,3,2,1,2,Research & Development,2194,13,2,4
514,1,36,3,3,Medical,4,Male,79,2,Married,0,3,2,0,2,1,0,0,0,Research & Development,3388,17,1,1
515,0,29,2,3,Life Sciences,3,Male,76,3,Married,0,4,6,3,3,5,4,0,4,Research & Development,2703,23,0,4
516,0,32,2,3,Life Sciences,2,Male,66,3,Married,1,3,10,3,3,10,4,0,9,Research & Development,6220,17,0,2
517,0,36,4,3,Life Sciences,2,Female,55,4,Married,3,3,5,3,3,1,0,0,0,Research & Development,3038,12,1,2
518,0,45,1,4,Other,4,Male,52,3,Married,4,3,17,3,4,0,0,0,0,Research & Development,13245,14,1,2
519,0,46,2,2,Medical,2,Male,80,3,Divorced,8,4,16,2,3,4,2,0,2,Human Resources,5021,22,0,4
520,0,30,4,1,Life Sciences,4,Male,55,2,Married,1,3,10,1,2,10,8,3,0,Research & Development,5126,12,1,3
521,0,55,4,2,Life Sciences,1,Male,70,3,Married,3,3,24,4,3,1,0,1,0,Sales,10239,14,2,4
522,0,38,4,3,Medical,2,Female,79,1,Divorced,7,3,17,3,3,13,11,1,9,Research & Development,5329,12,0,4
523,0,34,2,2,Medical,1,Male,94,3,Married,1,3,5,2,3,5,2,1,3,Research & Development,4325,15,0,3
524,0,23,1,1,Technical Degree,3,Male,62,3,Divorced,3,3,3,3,3,0,0,0,0,Sales,2322,13,3,3
525,0,51,4,4,Life Sciences,4,Male,96,3,Married,3,4,10,4,3,4,2,0,3,Research & Development,2075,23,2,2
526,0,30,4,3,Life Sciences,3,Male,99,2,Married,1,3,11,3,3,11,10,10,8,Research & Development,4152,19,2,1
527,0,40,2,4,Life Sciences,3,Male,78,2,Married,1,4,22,3,2,22,3,11,11,Research & Development,13503,22,0,4
528,0,30,2,2,Medical,3,Female,63,2,Divorced,1,3,11,4,2,11,8,2,7,Sales,5209,12,0,2
529,0,46,1,3,Medical,3,Male,40,2,Married,2,3,21,5,2,10,9,9,5,Research & Development,10673,13,1,3
530,0,54,3,4,Technical Degree,1,Female,60,3,Married,9,3,16,5,1,4,3,0,3,Research & Development,13549,12,1,1
531,0,24,3,2,Other,1,Female,33,3,Married,0,4,4,2,2,3,2,0,2,Sales,4999,21,0,1
532,0,28,3,3,Medical,2,Male,43,3,Married,1,3,5,3,4,5,4,0,4,Sales,4221,15,1,2
533,0,44,2,3,Medical,2,Male,67,3,Married,4,3,17,3,4,3,2,1,2,Research & Development,2042,12,1,3
534,1,37,1,4,Human Resources,3,Male,63,3,Divorced,4,4,7,3,3,3,2,0,2,Human Resources,2073,22,0,4
535,0,37,4,2,Life Sciences,3,Male,100,2,Divorced,5,3,17,2,4,1,0,0,0,Research & Development,5163,14,0,4
536,0,59,4,4,Human Resources,3,Female,32,2,Married,9,4,30,3,3,3,2,2,2,Human Resources,18844,21,0,4
537,0,50,2,3,Life Sciences,1,Female,73,3,Married,3,3,28,1,2,8,3,0,7,Research & Development,18172,19,0,1
538,0,25,4,1,Medical,4,Male,64,2,Married,1,3,2,2,3,2,2,2,1,Research & Development,2889,11,0,3
539,0,24,3,1,Life Sciences,2,Male,52,3,Married,0,3,6,2,3,5,3,1,2,Research & Development,2774,12,0,3
540,0,34,2,4,Life Sciences,3,Female,45,2,Divorced,6,3,12,3,3,1,0,0,0,Research & Development,4505,15,2,3
541,0,36,4,2,Technical Degree,2,Female,92,3,Married,0,3,10,6,3,9,7,2,8,Sales,9738,14,1,3
542,0,36,4,2,Life Sciences,1,Female,39,3,Divorced,5,4,7,2,3,1,0,0,0,Research & Development,2835,22,1,1
543,0,43,4,2,Life Sciences,3,Male,92,3,Married,1,3,25,3,4,25,12,4,12,Sales,16959,12,1,4
544,0,30,3,3,Life Sciences,1,Male,96,1,Divorced,1,4,10,2,2,10,7,0,9,Research & Development,2613,25,0,3
545,0,33,2,2,Marketing,3,Male,95,3,Married,0,3,8,2,4,7,7,0,7,Sales,6146,13,2,1
546,1,56,2,4,Life Sciences,2,Female,72,3,Married,9,3,7,2,3,5,4,4,3,Research & Development,4963,18,0,1
547,1,31,3,4,Life Sciences,2,Male,76,1,Married,4,3,12,3,2,7,7,7,7,Sales,6172,18,3,2
548,0,26,2,3,Other,3,Female,46,2,Married,1,3,5,3,2,5,4,4,3,Research & Development,2368,19,2,3
549,1,58,4,4,Medical,4,Female,94,3,Married,1,3,40,3,2,40,10,15,6,Research & Development,10312,12,2,4
550,0,22,4,1,Technical Degree,3,Male,100,3,Married,0,3,3,2,3,2,1,2,1,Research & Development,2523,14,1,3
551,0,49,1,4,Medical,3,Female,96,3,Married,1,3,16,2,2,15,11,5,11,Research & Development,6567,14,0,3
552,1,31,3,3,Life Sciences,2,Female,71,1,Married,3,3,4,2,3,2,2,2,2,Sales,4559,11,1,3
553,0,41,3,1,Life Sciences,3,Male,96,3,Divorced,3,3,12,2,3,9,7,0,7,Sales,8189,13,2,3
554,0,26,3,1,Life Sciences,3,Female,61,3,Married,1,4,8,3,3,8,7,5,7,Human Resources,2942,23,0,4
555,0,36,2,2,Medical,2,Male,84,3,Divorced,6,4,7,0,3,3,2,0,1,Research & Development,4941,20,0,4
556,0,39,3,4,Life Sciences,4,Female,47,2,Married,4,3,17,1,4,15,11,5,9,Sales,5902,14,0,3
557,0,25,3,3,Life Sciences,1,Male,41,2,Married,2,3,6,3,3,2,2,2,2,Sales,8639,18,1,4
558,0,30,4,3,Human Resources,3,Male,48,3,Married,0,3,12,2,1,11,9,4,7,Human Resources,6347,19,0,4
559,0,32,4,2,Medical,4,Male,35,1,Divorced,0,3,9,2,4,8,7,0,7,Sales,4668,17,0,4
560,0,30,1,3,Technical Degree,4,Female,84,3,Divorced,5,3,8,3,3,3,2,2,2,Research & Development,3204,14,0,4
561,0,41,1,3,Life Sciences,4,Male,91,2,Divorced,4,3,21,2,2,7,6,7,7,Research & Development,17181,13,1,2
562,0,41,1,4,Life Sciences,3,Male,94,3,Married,2,4,7,2,3,5,0,1,4,Research & Development,2238,21,0,4
563,0,40,2,3,Medical,2,Female,54,3,Divorced,1,3,20,2,3,20,7,2,13,Research & Development,5605,11,2,1
564,0,35,2,5,Marketing,3,Male,94,3,Married,1,3,10,3,3,10,8,0,6,Sales,7295,13,1,1
565,0,53,3,2,Marketing,2,Male,34,3,Married,2,4,13,3,1,7,7,4,5,Sales,2306,20,1,4
566,0,45,2,3,Life Sciences,2,Male,60,3,Divorced,8,3,20,2,1,17,9,0,15,Research & Development,2348,18,0,3
567,0,29,3,1,Technical Degree,4,Male,41,3,Married,1,3,10,1,3,10,7,0,9,Research & Development,4319,13,1,1
568,0,51,3,4,Medical,2,Male,34,2,Married,2,3,10,2,3,1,0,0,0,Research & Development,6132,17,0,3
569,0,58,2,3,Medical,2,Female,75,2,Married,4,4,9,3,2,1,0,0,0,Research & Development,3346,20,0,2
570,0,40,4,4,Marketing,3,Male,67,2,Married,7,3,15,2,2,12,11,2,11,Sales,10855,11,2,1
571,0,34,3,4,Marketing,3,Female,75,3,Married,6,3,6,3,3,4,3,1,2,Sales,2231,18,0,4
572,0,22,4,1,Medical,3,Male,80,3,Married,1,4,2,6,3,2,2,2,2,Research & Development,2323,24,0,1
573,0,27,2,3,Medical,4,Male,57,3,Divorced,6,3,6,1,1,2,2,2,2,Research & Development,2024,18,0,4
574,0,28,4,3,Medical,3,Male,42,3,Married,1,3,5,2,1,5,2,0,2,Research & Development,2713,11,0,3
575,0,57,4,2,Life Sciences,3,Male,83,4,Divorced,3,3,12,2,1,5,3,1,4,Research & Development,9439,16,1,2
576,0,27,3,3,Medical,3,Male,79,2,Divorced,1,3,1,2,2,1,1,0,1,Research & Development,2566,15,1,4
577,0,41,3,3,Life Sciences,1,Male,56,3,Divorced,4,3,13,2,3,9,8,1,8,Research & Development,2451,12,0,1
578,0,30,4,3,Life Sciences,2,Female,41,3,Married,2,3,12,2,3,10,9,7,4,Sales,9419,12,0,3
579,0,27,2,3,Technical Degree,3,Male,51,3,Married,0,3,6,3,2,5,2,1,1,Research & Development,3058,16,0,4
580,0,30,1,3,Medical,3,Male,66,3,Divorced,1,3,12,4,3,12,9,6,10,Research & Development,3072,11,0,3
581,0,45,1,2,Life Sciences,3,Female,30,3,Divorced,4,3,9,3,4,5,4,0,3,Sales,5006,11,0,1
582,0,56,1,3,Life Sciences,3,Female,67,3,Divorced,4,3,19,3,3,2,2,2,2,Research & Development,4257,18,1,3
583,0,46,1,2,Marketing,2,Female,92,3,Divorced,1,4,24,2,3,24,13,15,7,Sales,10453,25,0,3
584,0,31,4,1,Medical,3,Female,95,3,Married,8,4,7,0,3,4,2,0,2,Research & Development,3929,23,3,3
585,0,50,3,3,Medical,3,Male,86,2,Married,2,3,5,2,2,3,2,0,2,Research & Development,3690,15,0,4
586,0,53,1,2,Medical,4,Female,57,4,Divorced,1,3,5,3,3,4,2,1,3,Research & Development,4450,11,0,3
587,0,33,2,3,Medical,4,Female,72,3,Married,1,3,8,5,3,8,7,1,6,Research & Development,2756,13,0,4
588,0,40,3,1,Medical,4,Female,46,3,Married,1,3,21,2,3,20,8,9,9,Research & Development,19033,14,0,2
589,0,34,3,1,Life Sciences,4,Male,45,2,Married,1,3,10,2,2,10,9,1,9,Research & Development,9547,17,1,3
590,0,52,3,4,Life Sciences,3,Male,65,2,Married,0,3,34,5,3,33,18,11,9,Research & Development,19999,14,1,1
591,1,35,3,2,Life Sciences,2,Male,50,2,Married,3,3,8,1,3,1,0,0,1,Research & Development,5916,13,3,1
592,0,43,4,3,Medical,4,Male,37,4,Divorced,4,3,7,3,4,5,4,2,2,Research & Development,2089,14,1,4
593,0,45,4,2,Medical,1,Male,65,2,Married,9,4,22,1,3,20,8,11,8,Research & Development,16792,23,0,4
594,0,37,1,3,Life Sciences,2,Male,65,4,Married,1,3,8,3,2,8,7,1,7,Research & Development,3564,12,1,1
595,0,42,3,2,Medical,3,Female,36,3,Divorced,2,3,11,5,3,5,3,0,2,Research & Development,5265,16,0,2
596,0,38,3,4,Life Sciences,4,Male,88,3,Married,9,3,14,3,3,1,0,0,0,Research & Development,6553,14,1,2
597,0,38,4,3,Technical Degree,4,Male,54,3,Married,3,3,9,3,1,7,7,1,7,Research & Development,6261,18,0,1
598,0,27,1,1,Technical Degree,3,Male,60,2,Married,5,3,6,1,3,2,2,2,0,Research & Development,4298,19,0,3
599,0,49,4,4,Life Sciences,4,Male,92,3,Divorced,1,3,7,0,3,7,7,1,7,Research & Development,6804,15,0,1
600,0,34,3,4,Medical,4,Male,43,3,Divorced,1,3,5,4,4,5,3,2,0,Research & Development,3815,17,0,4
601,0,40,4,2,Medical,3,Male,99,3,Married,8,3,15,2,4,7,2,3,7,Research & Development,2741,15,1,3
602,1,38,1,1,Medical,2,Male,70,3,Married,7,3,17,2,3,1,0,0,0,Research & Development,6673,19,0,2
603,1,29,4,3,Marketing,2,Female,35,3,Married,1,4,10,3,2,10,4,1,9,Sales,7639,22,1,4
604,0,22,2,3,Life Sciences,4,Male,60,4,Divorced,1,3,4,2,2,4,2,2,2,Research & Development,2328,16,0,1
605,0,40,4,5,Life Sciences,4,Male,63,2,Married,9,3,5,5,1,3,2,0,2,Research & Development,4876,14,0,4
606,0,46,1,4,Medical,4,Male,97,3,Divorced,7,3,17,3,3,4,2,0,3,Research & Development,9396,16,1,3
607,1,32,4,4,Medical,4,Male,32,1,Married,1,3,14,2,2,14,8,9,8,Sales,10400,11,1,3
608,0,51,2,4,Life Sciences,2,Male,81,2,Married,5,3,16,5,1,10,9,4,7,Research & Development,12490,16,0,4
609,0,54,1,3,Marketing,4,Female,52,3,Married,2,3,16,4,3,6,2,0,5,Sales,5940,14,1,4
610,0,33,2,4,Medical,3,Female,47,2,Married,6,4,7,3,3,3,2,1,1,Research & Development,2622,21,2,4
611,0,37,4,3,Other,2,Male,47,3,Divorced,1,3,10,1,3,10,8,0,7,Research & Development,12185,14,1,3
612,0,38,3,3,Life Sciences,1,Male,76,3,Divorced,0,3,17,6,2,16,10,5,13,Sales,10609,12,1,3
613,0,31,3,4,Medical,3,Male,90,1,Married,0,3,6,2,3,5,4,1,4,Research & Development,4345,12,2,4
614,0,59,4,3,Life Sciences,3,Male,70,2,Married,3,3,7,6,3,1,0,0,0,Research & Development,2177,17,1,1
615,0,37,4,4,Marketing,1,Male,41,3,Divorced,4,3,13,2,3,9,8,5,8,Sales,2793,17,1,3
616,0,29,4,1,Medical,2,Female,42,3,Married,1,3,11,5,3,11,10,4,1,Sales,7918,14,1,4
617,0,42,4,2,Technical Degree,3,Male,58,3,Married,1,3,22,3,3,22,17,11,15,Research & Development,19232,11,2,4
618,0,59,3,2,Medical,2,Male,52,3,Married,8,3,7,2,2,2,2,2,2,Human Resources,2267,17,2,4
619,0,50,4,4,Medical,4,Female,68,3,Divorced,3,3,32,3,2,7,0,0,6,Sales,19517,11,2,3
620,1,33,4,3,Medical,3,Male,58,3,Married,5,3,8,2,1,5,4,0,4,Research & Development,2436,13,1,3
621,0,43,4,3,Marketing,4,Female,80,3,Married,5,4,22,3,3,17,13,1,9,Sales,16064,22,2,3
622,1,33,1,2,Life Sciences,1,Female,39,3,Married,7,4,13,3,4,9,7,1,7,Research & Development,2707,20,1,1
623,0,32,2,2,Life Sciences,3,Female,56,3,Married,2,3,6,5,3,4,3,1,2,Sales,3931,11,2,1
624,0,39,3,4,Medical,3,Female,96,3,Divorced,7,3,7,1,3,3,2,1,2,Research & Development,2232,14,1,3
625,0,32,4,4,Marketing,3,Male,100,3,Married,0,3,4,2,3,3,2,2,2,Sales,4465,18,1,1
626,0,41,1,2,Life Sciences,3,Male,36,3,Divorced,2,3,17,2,2,1,0,0,0,Research & Development,3072,16,1,1
627,0,40,4,2,Technical Degree,1,Male,62,3,Divorced,1,3,9,3,3,9,8,4,7,Research & Development,3319,17,0,1
628,0,45,4,3,Other,3,Male,70,4,Married,0,3,25,2,3,24,0,1,7,Research & Development,19202,11,1,3
629,0,31,3,4,Medical,2,Male,73,3,Divorced,9,3,9,3,3,2,2,2,2,Research & Development,13675,12,0,1
630,0,33,4,4,Life Sciences,3,Female,63,2,Married,1,3,2,2,2,2,2,0,2,Research & Development,2911,13,0,3
631,0,34,1,4,Life Sciences,4,Male,84,2,Married,6,3,13,3,3,11,9,5,9,Research & Development,5957,13,1,2
632,0,37,1,2,Medical,3,Female,83,2,Married,2,3,17,2,2,3,1,0,2,Research & Development,3920,14,0,1
633,0,45,3,4,Life Sciences,1,Male,77,4,Married,4,3,9,1,3,3,2,0,2,Research & Development,6434,17,1,4
634,1,37,3,3,Medical,1,Male,61,3,Divorced,6,3,17,5,3,1,0,0,0,Research & Development,10048,11,1,2
635,0,29,4,2,Marketing,4,Male,45,3,Divorced,2,3,10,2,3,3,2,0,2,Sales,6931,14,0,4
636,0,25,3,3,Life Sciences,1,Female,62,3,Married,0,3,5,3,3,4,2,1,2,Research & Development,4898,12,0,4
637,0,42,1,3,Medical,4,Female,56,2,Divorced,0,3,10,4,3,9,6,7,8,Research & Development,2593,11,0,3
638,0,40,3,2,Medical,1,Male,49,3,Divorced,0,3,22,5,3,21,7,3,9,Research & Development,19436,19,1,4
639,0,51,4,3,Life Sciences,3,Male,96,3,Married,1,3,1,0,2,1,0,0,0,Research & Development,2723,11,0,2
640,0,32,2,3,Life Sciences,2,Male,100,4,Married,1,4,5,3,1,5,1,0,3,Research & Development,2794,20,0,3
641,0,38,4,2,Life Sciences,4,Male,39,2,Married,3,3,13,0,3,8,7,7,5,Sales,5249,18,0,4
642,0,46,2,3,Technical Degree,3,Female,75,1,Married,3,3,28,2,2,7,7,7,7,Sales,16872,12,0,2
643,0,29,2,3,Medical,1,Male,78,2,Married,2,3,10,2,3,0,0,0,0,Sales,6644,19,2,2
644,0,31,4,3,Medical,2,Male,64,2,Married,0,4,10,2,3,9,0,7,8,Research & Development,5582,21,0,2
645,0,25,1,2,Life Sciences,2,Male,85,4,Divorced,1,3,6,2,3,6,3,1,5,Research & Development,4000,12,1,4
646,0,45,4,2,Medical,3,Male,79,3,Married,0,3,21,2,3,20,7,4,10,Research & Development,13496,14,0,2
647,0,36,4,3,Life Sciences,4,Male,47,3,Married,0,3,16,4,3,15,13,10,11,Research & Development,3210,11,3,3
648,1,47,2,4,Life Sciences,1,Male,88,3,Married,1,3,10,2,2,10,7,9,9,Research & Development,11849,12,2,4
649,0,28,4,3,Medical,4,Male,94,3,Married,1,4,5,3,2,5,2,0,4,Research & Development,2070,23,0,4
650,0,37,4,4,Medical,3,Male,98,3,Married,4,3,7,5,4,5,4,0,1,Sales,6502,14,2,2
651,0,37,4,4,Medical,1,Female,80,3,Divorced,2,3,15,2,3,5,2,0,2,Research & Development,13603,18,0,1
652,0,35,2,3,Life Sciences,2,Female,71,4,Divorced,7,3,10,6,2,7,7,6,2,Research & Development,11996,18,0,2
653,0,38,1,2,Medical,1,Female,44,4,Divorced,1,4,8,3,3,8,0,7,7,Sales,5605,24,1,3
654,0,26,2,3,Life Sciences,3,Female,84,3,Divorced,1,4,6,6,1,6,5,1,4,Research & Development,6397,20,0,1
655,0,50,2,1,Life Sciences,1,Male,96,3,Divorced,3,3,28,4,2,10,4,1,6,Research & Development,19144,14,0,1
656,0,53,3,4,Medical,3,Male,45,3,Married,3,3,21,5,2,5,3,1,3,Research & Development,17584,16,2,4
657,0,42,3,1,Life Sciences,2,Male,99,3,Married,1,4,20,3,3,20,16,11,6,Sales,4907,25,0,3
658,0,55,4,2,Technical Degree,2,Male,37,3,Married,3,3,12,4,3,10,7,0,8,Research & Development,5415,19,2,4
659,0,26,1,2,Medical,1,Male,60,3,Married,1,3,5,3,3,5,3,3,3,Research & Development,4741,13,1,3
660,1,44,3,3,Life Sciences,4,Male,43,3,Divorced,3,4,19,0,1,1,0,0,0,Research & Development,3161,22,1,4
661,0,38,4,4,Life Sciences,4,Male,82,3,Divorced,9,3,10,2,3,2,2,1,2,Research & Development,5745,14,0,2
662,1,26,2,4,Medical,1,Male,45,3,Divorced,2,3,5,2,3,3,2,0,2,Research & Development,2373,13,0,4
663,0,31,2,3,Marketing,4,Female,84,3,Divorced,1,3,2,5,2,2,2,2,2,Sales,2789,11,3,3
664,0,37,4,3,Medical,2,Male,53,3,Married,1,3,4,3,2,4,2,1,2,Research & Development,2326,12,0,3
665,0,42,2,3,Marketing,3,Female,77,3,Married,5,3,23,2,4,20,4,4,8,Sales,13525,14,1,4
666,0,35,2,3,Marketing,3,Male,96,3,Married,0,3,12,3,2,11,9,6,9,Sales,8020,15,1,3
667,0,36,4,4,Life Sciences,3,Male,81,4,Married,4,3,4,2,3,1,0,0,0,Research & Development,3688,18,1,4
668,0,51,2,3,Medical,4,Male,84,1,Divorced,5,3,13,3,3,4,1,1,2,Research & Development,5482,18,0,4
669,0,31,4,3,Technical Degree,2,Male,100,4,Married,4,3,10,3,2,8,7,7,7,Sales,6929,11,2,2
670,0,39,4,3,Medical,3,Male,48,4,Divorced,0,3,19,5,2,18,10,3,7,Research & Development,9613,17,0,1
671,0,36,2,4,Life Sciences,2,Female,47,3,Married,7,3,11,3,3,9,8,0,8,Research & Development,5674,15,2,3
672,0,32,3,3,Life Sciences,4,Male,91,2,Married,1,3,13,3,2,13,8,4,8,Sales,5484,14,2,3
673,0,38,2,2,Life Sciences,1,Female,81,2,Married,3,3,19,2,3,10,8,0,1,Research & Development,12061,17,0,3
674,0,58,3,4,Life Sciences,4,Male,32,1,Divorced,2,3,12,2,3,5,3,1,2,Research & Development,5660,13,1,4
675,0,31,4,4,Technical Degree,3,Male,86,3,Married,0,3,6,4,3,5,2,0,3,Research & Development,4821,12,1,3
676,0,31,1,3,Human Resources,1,Male,62,2,Married,3,3,9,1,3,2,2,1,0,Human Resources,6410,12,3,4
677,0,45,1,3,Life Sciences,1,Male,97,3,Divorced,1,3,24,2,3,24,9,9,11,Research & Development,5210,18,0,1
678,0,31,4,4,Life Sciences,3,Male,32,3,Divorced,0,3,3,2,1,2,2,2,2,Research & Development,2695,18,2,2
679,0,33,2,4,Life Sciences,4,Female,74,3,Married,6,3,12,2,3,10,6,8,8,Research & Development,11878,11,0,2
680,0,39,1,1,Medical,3,Male,99,3,Married,1,3,21,3,3,21,9,11,10,Research & Development,17068,14,1,4
681,1,52,2,4,Medical,3,Male,85,2,Married,2,3,11,3,2,8,2,7,7,Research & Development,4941,15,0,1
682,0,32,2,2,Technical Degree,3,Female,65,2,Married,1,3,13,2,3,13,12,11,9,Sales,5228,11,1,4
683,0,31,4,3,Marketing,4,Male,73,3,Divorced,4,3,13,3,3,7,7,1,7,Sales,7547,12,1,4
